District,Year,Offence Group,Total Number of Offences
Mid West-Gascoyne District,16,Attempted / Conspiracy to Murder,2.0
Mid West-Gascoyne District,16,Breach of Family Violence Restraint Order,588.0
Mid West-Gascoyne District,16,Breach of Police Order,149.0
Mid West-Gascoyne District,16,Breach of Violence Restraint Order,74.0
Mid West-Gascoyne District,16,Burglary (Dwelling),1308.0
Mid West-Gascoyne District,16,Burglary (Non-Dwelling),531.0
Mid West-Gascoyne District,16,Cause Bushfire,5.0
Mid West-Gascoyne District,16,Cause Damage by Fire,30.0
Mid West-Gascoyne District,16,Common Assault (Family),757.0
Mid West-Gascoyne District,16,Common Assault (Non-Family),259.0
Mid West-Gascoyne District,16,Criminal Damage,375.0
Mid West-Gascoyne District,16,Cultivate or Manufacture Drugs,49.0
Mid West-Gascoyne District,16,Damage,1431.0
Mid West-Gascoyne District,16,Deprivation of Liberty,7.0
Mid West-Gascoyne District,16,Driving Causing Death,3.0
Mid West-Gascoyne District,16,Drug Dealing,149.0
Mid West-Gascoyne District,16,Drug Possession,783.0
Mid West-Gascoyne District,16,Forgery,2.0
Mid West-Gascoyne District,16,Fraud (Credit Card),0.0
Mid West-Gascoyne District,16,Fraud (Not Elsewhere Classified),479.0
Mid West-Gascoyne District,16,Graffiti,66.0
Mid West-Gascoyne District,16,Kidnapping / Child Stealing,0.0
Mid West-Gascoyne District,16,Manslaughter,0.0
Mid West-Gascoyne District,16,Murder,0.0
Mid West-Gascoyne District,16,Non-Assaultive Sexual Offences,41.0
Mid West-Gascoyne District,16,Other Drug Offences,13.0
Mid West-Gascoyne District,16,Other Fire Related Offences,1.0
Mid West-Gascoyne District,16,Possess Stolen Property,72.0
Mid West-Gascoyne District,16,Possess Weapon to Cause Fear (Family),30.0
Mid West-Gascoyne District,16,Possess Weapon to Cause Fear (Non-Family),74.0
Mid West-Gascoyne District,16,Possession of Drug Paraphernalia,687.0
Mid West-Gascoyne District,16,Receiving Stolen Property,16.0
Mid West-Gascoyne District,16,Regulated Weapons Offences,194.0
Mid West-Gascoyne District,16,Robbery (Business),5.0
Mid West-Gascoyne District,16,Robbery (Non-Business),25.0
Mid West-Gascoyne District,16,Serious Assault (Family),219.0
Mid West-Gascoyne District,16,Serious Assault (Non-Family),177.0
Mid West-Gascoyne District,16,Sexual Assault,130.0
Mid West-Gascoyne District,16,Stealing (Not Elsewhere Classified),2431.0
Mid West-Gascoyne District,16,Stealing From Dwelling,0.0
Mid West-Gascoyne District,16,Stealing From Motor Vehicle (Contents or Parts),0.0
Mid West-Gascoyne District,16,Stealing From Other Premises or Place,0.0
Mid West-Gascoyne District,16,Stealing From Retail Premises (Shoplift),0.0
Mid West-Gascoyne District,16,Stealing as a Servant,7.0
Mid West-Gascoyne District,16,Stealing of Motor Vehicle,246.0
Mid West-Gascoyne District,16,Threatening Behaviour (Family),78.0
Mid West-Gascoyne District,16,Threatening Behaviour (Non-Family),49.0
Mid West-Gascoyne District,17,Assault Police Officer,64.0
Mid West-Gascoyne District,17,Attempted / Conspiracy to Murder,1.0
Mid West-Gascoyne District,17,Breach of Family Violence Restraint Order,317.0
Mid West-Gascoyne District,17,Breach of Police Order,187.0
Mid West-Gascoyne District,17,Breach of Violence Restraint Order,58.0
Mid West-Gascoyne District,17,Burglary (Dwelling),1314.0
Mid West-Gascoyne District,17,Burglary (Non-Dwelling),372.0
Mid West-Gascoyne District,17,Cause Bushfire,4.0
Mid West-Gascoyne District,17,Cause Damage by Fire,38.0
Mid West-Gascoyne District,17,Common Assault (Family),824.0
Mid West-Gascoyne District,17,Common Assault (Non-Family),288.0
Mid West-Gascoyne District,17,Criminal Damage,371.0
Mid West-Gascoyne District,17,Cultivate or Manufacture Drugs,45.0
Mid West-Gascoyne District,17,Damage,1435.0
Mid West-Gascoyne District,17,Deprivation of Liberty,11.0
Mid West-Gascoyne District,17,Driving Causing Death,5.0
Mid West-Gascoyne District,17,Drug Dealing,272.0
Mid West-Gascoyne District,17,Drug Possession,807.0
Mid West-Gascoyne District,17,Forgery,6.0
Mid West-Gascoyne District,17,Fraud (Credit Card),157.0
Mid West-Gascoyne District,17,Fraud (Not Elsewhere Classified),177.0
Mid West-Gascoyne District,17,Graffiti,49.0
Mid West-Gascoyne District,17,Kidnapping / Child Stealing,0.0
Mid West-Gascoyne District,17,Manslaughter,0.0
Mid West-Gascoyne District,17,Murder,0.0
Mid West-Gascoyne District,17,Non-Assaultive Sexual Offences,35.0
Mid West-Gascoyne District,17,Other Drug Offences,26.0
Mid West-Gascoyne District,17,Other Fire Related Offences,6.0
Mid West-Gascoyne District,17,Possess Stolen Property,107.0
Mid West-Gascoyne District,17,Possess Weapon to Cause Fear (Family),42.0
Mid West-Gascoyne District,17,Possess Weapon to Cause Fear (Non-Family),81.0
Mid West-Gascoyne District,17,Possession of Drug Paraphernalia,620.0
Mid West-Gascoyne District,17,Receiving Stolen Property,30.0
Mid West-Gascoyne District,17,Regulated Weapons Offences,187.0
Mid West-Gascoyne District,17,Robbery (Business),2.0
Mid West-Gascoyne District,17,Robbery (Non-Business),32.0
Mid West-Gascoyne District,17,Serious Assault (Family),208.0
Mid West-Gascoyne District,17,Serious Assault (Non-Family),187.0
Mid West-Gascoyne District,17,Sexual Assault,139.0
Mid West-Gascoyne District,17,Stealing (Not Elsewhere Classified),1167.0
Mid West-Gascoyne District,17,Stealing From Dwelling,243.0
Mid West-Gascoyne District,17,Stealing From Motor Vehicle (Contents or Parts),268.0
Mid West-Gascoyne District,17,Stealing From Other Premises or Place,356.0
Mid West-Gascoyne District,17,Stealing From Retail Premises (Shoplift),257.0
Mid West-Gascoyne District,17,Stealing as a Servant,5.0
Mid West-Gascoyne District,17,Stealing of Motor Vehicle,197.0
Mid West-Gascoyne District,17,Threatening Behaviour (Family),134.0
Mid West-Gascoyne District,17,Threatening Behaviour (Non-Family),71.0
Mid West-Gascoyne District,18,Assault Police Officer,29.0
Mid West-Gascoyne District,18,Attempted / Conspiracy to Murder,0.0
Mid West-Gascoyne District,18,Breach of Family Violence Restraint Order,557.0
Mid West-Gascoyne District,18,Breach of Police Order,224.0
Mid West-Gascoyne District,18,Breach of Violence Restraint Order,60.0
Mid West-Gascoyne District,18,Burglary (Dwelling),878.0
Mid West-Gascoyne District,18,Burglary (Non-Dwelling),268.0
Mid West-Gascoyne District,18,Cause Bushfire,3.0
Mid West-Gascoyne District,18,Cause Damage by Fire,33.0
Mid West-Gascoyne District,18,Common Assault (Family),947.0
Mid West-Gascoyne District,18,Common Assault (Non-Family),267.0
Mid West-Gascoyne District,18,Criminal Damage,303.0
Mid West-Gascoyne District,18,Cultivate or Manufacture Drugs,47.0
Mid West-Gascoyne District,18,Damage,1053.0
Mid West-Gascoyne District,18,Deprivation of Liberty,6.0
Mid West-Gascoyne District,18,Driving Causing Death,5.0
Mid West-Gascoyne District,18,Drug Dealing,293.0
Mid West-Gascoyne District,18,Drug Possession,659.0
Mid West-Gascoyne District,18,Forgery,1.0
Mid West-Gascoyne District,18,Fraud (Credit Card),318.0
Mid West-Gascoyne District,18,Fraud (Not Elsewhere Classified),58.0
Mid West-Gascoyne District,18,Graffiti,47.0
Mid West-Gascoyne District,18,Kidnapping / Child Stealing,1.0
Mid West-Gascoyne District,18,Manslaughter,0.0
Mid West-Gascoyne District,18,Murder,1.0
Mid West-Gascoyne District,18,Non-Assaultive Sexual Offences,25.0
Mid West-Gascoyne District,18,Other Drug Offences,30.0
Mid West-Gascoyne District,18,Other Fire Related Offences,1.0
Mid West-Gascoyne District,18,Possess Stolen Property,91.0
Mid West-Gascoyne District,18,Possess Weapon to Cause Fear (Family),41.0
Mid West-Gascoyne District,18,Possess Weapon to Cause Fear (Non-Family),76.0
Mid West-Gascoyne District,18,Possession of Drug Paraphernalia,491.0
Mid West-Gascoyne District,18,Receiving Stolen Property,18.0
Mid West-Gascoyne District,18,Regulated Weapons Offences,125.0
Mid West-Gascoyne District,18,Robbery (Business),4.0
Mid West-Gascoyne District,18,Robbery (Non-Business),37.0
Mid West-Gascoyne District,18,Serious Assault (Family),197.0
Mid West-Gascoyne District,18,Serious Assault (Non-Family),154.0
Mid West-Gascoyne District,18,Sexual Assault,217.0
Mid West-Gascoyne District,18,Stealing (Not Elsewhere Classified),0.0
Mid West-Gascoyne District,18,Stealing From Dwelling,468.0
Mid West-Gascoyne District,18,Stealing From Motor Vehicle (Contents or Parts),455.0
Mid West-Gascoyne District,18,Stealing From Other Premises or Place,615.0
Mid West-Gascoyne District,18,Stealing From Retail Premises (Shoplift),492.0
Mid West-Gascoyne District,18,Stealing as a Servant,14.0
Mid West-Gascoyne District,18,Stealing of Motor Vehicle,194.0
Mid West-Gascoyne District,18,Threatening Behaviour (Family),202.0
Mid West-Gascoyne District,18,Threatening Behaviour (Non-Family),85.0
Mid West-Gascoyne District,19,Assault Police Officer,54.0
Mid West-Gascoyne District,19,Attempted / Conspiracy to Murder,0.0
Mid West-Gascoyne District,19,Breach of Family Violence Restraint Order,385.0
Mid West-Gascoyne District,19,Breach of Police Order,248.0
Mid West-Gascoyne District,19,Breach of Violence Restraint Order,32.0
Mid West-Gascoyne District,19,Burglary (Dwelling),1144.0
Mid West-Gascoyne District,19,Burglary (Non-Dwelling),366.0
Mid West-Gascoyne District,19,Cause Bushfire,5.0
Mid West-Gascoyne District,19,Cause Damage by Fire,53.0
Mid West-Gascoyne District,19,Common Assault (Family),1038.0
Mid West-Gascoyne District,19,Common Assault (Non-Family),294.0
Mid West-Gascoyne District,19,Criminal Damage,332.0
Mid West-Gascoyne District,19,Cultivate or Manufacture Drugs,29.0
Mid West-Gascoyne District,19,Damage,1214.0
Mid West-Gascoyne District,19,Deprivation of Liberty,11.0
Mid West-Gascoyne District,19,Driving Causing Death,0.0
Mid West-Gascoyne District,19,Drug Dealing,195.0
Mid West-Gascoyne District,19,Drug Possession,647.0
Mid West-Gascoyne District,19,Forgery,6.0
Mid West-Gascoyne District,19,Fraud (Credit Card),377.0
Mid West-Gascoyne District,19,Fraud (Not Elsewhere Classified),40.0
Mid West-Gascoyne District,19,Graffiti,28.0
Mid West-Gascoyne District,19,Kidnapping / Child Stealing,0.0
Mid West-Gascoyne District,19,Manslaughter,0.0
Mid West-Gascoyne District,19,Murder,0.0
Mid West-Gascoyne District,19,Non-Assaultive Sexual Offences,22.0
Mid West-Gascoyne District,19,Other Drug Offences,17.0
Mid West-Gascoyne District,19,Other Fire Related Offences,2.0
Mid West-Gascoyne District,19,Possess Stolen Property,119.0
Mid West-Gascoyne District,19,Possess Weapon to Cause Fear (Family),71.0
Mid West-Gascoyne District,19,Possess Weapon to Cause Fear (Non-Family),78.0
Mid West-Gascoyne District,19,Possession of Drug Paraphernalia,487.0
Mid West-Gascoyne District,19,Receiving Stolen Property,9.0
Mid West-Gascoyne District,19,Regulated Weapons Offences,114.0
Mid West-Gascoyne District,19,Robbery (Business),3.0
Mid West-Gascoyne District,19,Robbery (Non-Business),26.0
Mid West-Gascoyne District,19,Serious Assault (Family),247.0
Mid West-Gascoyne District,19,Serious Assault (Non-Family),167.0
Mid West-Gascoyne District,19,Sexual Assault,154.0
Mid West-Gascoyne District,19,Stealing (Not Elsewhere Classified),0.0
Mid West-Gascoyne District,19,Stealing From Dwelling,535.0
Mid West-Gascoyne District,19,Stealing From Motor Vehicle (Contents or Parts),668.0
Mid West-Gascoyne District,19,Stealing From Other Premises or Place,652.0
Mid West-Gascoyne District,19,Stealing From Retail Premises (Shoplift),450.0
Mid West-Gascoyne District,19,Stealing as a Servant,11.0
Mid West-Gascoyne District,19,Stealing of Motor Vehicle,159.0
Mid West-Gascoyne District,19,Threatening Behaviour (Family),231.0
Mid West-Gascoyne District,19,Threatening Behaviour (Non-Family),74.0
Mid West-Gascoyne District,20,Assault Police Officer,24.0
Mid West-Gascoyne District,20,Attempted / Conspiracy to Murder,0.0
Mid West-Gascoyne District,20,Breach of Family Violence Restraint Order,111.0
Mid West-Gascoyne District,20,Breach of Police Order,48.0
Mid West-Gascoyne District,20,Breach of Violence Restraint Order,4.0
Mid West-Gascoyne District,20,Burglary (Dwelling),341.0
Mid West-Gascoyne District,20,Burglary (Non-Dwelling),113.0
Mid West-Gascoyne District,20,Cause Bushfire,1.0
Mid West-Gascoyne District,20,Cause Damage by Fire,8.0
Mid West-Gascoyne District,20,Common Assault (Family),303.0
Mid West-Gascoyne District,20,Common Assault (Non-Family),74.0
Mid West-Gascoyne District,20,Criminal Damage,89.0
Mid West-Gascoyne District,20,Cultivate or Manufacture Drugs,13.0
Mid West-Gascoyne District,20,Damage,297.0
Mid West-Gascoyne District,20,Deprivation of Liberty,1.0
Mid West-Gascoyne District,20,Driving Causing Death,1.0
Mid West-Gascoyne District,20,Drug Dealing,38.0
Mid West-Gascoyne District,20,Drug Possession,179.0
Mid West-Gascoyne District,20,Forgery,0.0
Mid West-Gascoyne District,20,Fraud (Credit Card),150.0
Mid West-Gascoyne District,20,Fraud (Not Elsewhere Classified),6.0
Mid West-Gascoyne District,20,Graffiti,10.0
Mid West-Gascoyne District,20,Kidnapping / Child Stealing,1.0
Mid West-Gascoyne District,20,Manslaughter,0.0
Mid West-Gascoyne District,20,Murder,0.0
Mid West-Gascoyne District,20,Non-Assaultive Sexual Offences,12.0
Mid West-Gascoyne District,20,Other Drug Offences,5.0
Mid West-Gascoyne District,20,Other Fire Related Offences,1.0
Mid West-Gascoyne District,20,Possess Stolen Property,28.0
Mid West-Gascoyne District,20,Possess Weapon to Cause Fear (Family),17.0
Mid West-Gascoyne District,20,Possess Weapon to Cause Fear (Non-Family),29.0
Mid West-Gascoyne District,20,Possession of Drug Paraphernalia,135.0
Mid West-Gascoyne District,20,Receiving Stolen Property,0.0
Mid West-Gascoyne District,20,Regulated Weapons Offences,46.0
Mid West-Gascoyne District,20,Robbery (Business),0.0
Mid West-Gascoyne District,20,Robbery (Non-Business),1.0
Mid West-Gascoyne District,20,Serious Assault (Family),68.0
Mid West-Gascoyne District,20,Serious Assault (Non-Family),59.0
Mid West-Gascoyne District,20,Sexual Assault,37.0
Mid West-Gascoyne District,20,Stealing (Not Elsewhere Classified),0.0
Mid West-Gascoyne District,20,Stealing From Dwelling,125.0
Mid West-Gascoyne District,20,Stealing From Motor Vehicle (Contents or Parts),103.0
Mid West-Gascoyne District,20,Stealing From Other Premises or Place,174.0
Mid West-Gascoyne District,20,Stealing From Retail Premises (Shoplift),122.0
Mid West-Gascoyne District,20,Stealing as a Servant,2.0
Mid West-Gascoyne District,20,Stealing of Motor Vehicle,25.0
Mid West-Gascoyne District,20,Threatening Behaviour (Family),65.0
Mid West-Gascoyne District,20,Threatening Behaviour (Non-Family),20.0
Midland District,10,Assault Police Officer,46.0
Midland District,10,Attempted / Conspiracy to Murder,0.0
Midland District,10,Breach of Family Violence Restraint Order,372.0
Midland District,10,Breach of Police Order,61.0
Midland District,10,Breach of Violence Restraint Order,123.0
Midland District,10,Burglary (Dwelling),2112.0
Midland District,10,Burglary (Non-Dwelling),871.0
Midland District,10,Cause Bushfire,27.0
Midland District,10,Cause Damage by Fire,90.0
Midland District,10,Common Assault (Family),658.0
Midland District,10,Common Assault (Non-Family),681.0
Midland District,10,Criminal Damage,392.0
Midland District,10,Cultivate or Manufacture Drugs,67.0
Midland District,10,Damage,2812.0
Midland District,10,Deprivation of Liberty,18.0
Midland District,10,Driving Causing Death,1.0
Midland District,10,Drug Dealing,198.0
Midland District,10,Drug Possession,463.0
Midland District,10,Forgery,15.0
Midland District,10,Fraud (Credit Card),0.0
Midland District,10,Fraud (Not Elsewhere Classified),327.0
Midland District,10,Graffiti,3441.0
Midland District,10,Kidnapping / Child Stealing,3.0
Midland District,10,Manslaughter,1.0
Midland District,10,Murder,4.0
Midland District,10,Non-Assaultive Sexual Offences,56.0
Midland District,10,Other Drug Offences,8.0
Midland District,10,Other Fire Related Offences,0.0
Midland District,10,Possess Stolen Property,96.0
Midland District,10,Possess Weapon to Cause Fear (Family),20.0
Midland District,10,Possess Weapon to Cause Fear (Non-Family),83.0
Midland District,10,Possession of Drug Paraphernalia,288.0
Midland District,10,Receiving Stolen Property,43.0
Midland District,10,Regulated Weapons Offences,198.0
Midland District,10,Robbery (Business),8.0
Midland District,10,Robbery (Non-Business),129.0
Midland District,10,Serious Assault (Family),194.0
Midland District,10,Serious Assault (Non-Family),364.0
Midland District,10,Sexual Assault,255.0
Midland District,10,Stealing (Not Elsewhere Classified),5368.0
Midland District,10,Stealing From Dwelling,0.0
Midland District,10,Stealing From Motor Vehicle (Contents or Parts),0.0
Midland District,10,Stealing From Other Premises or Place,0.0
Midland District,10,Stealing From Retail Premises (Shoplift),0.0
Midland District,10,Stealing as a Servant,40.0
Midland District,10,Stealing of Motor Vehicle,613.0
Midland District,10,Threatening Behaviour (Family),53.0
Midland District,10,Threatening Behaviour (Non-Family),113.0
Midland District,11,Assault Police Officer,58.0
Midland District,11,Attempted / Conspiracy to Murder,0.0
Midland District,11,Breach of Family Violence Restraint Order,281.0
Midland District,11,Breach of Police Order,90.0
Midland District,11,Breach of Violence Restraint Order,115.0
Midland District,11,Burglary (Dwelling),2800.0
Midland District,11,Burglary (Non-Dwelling),824.0
Midland District,11,Cause Bushfire,20.0
Midland District,11,Cause Damage by Fire,73.0
Midland District,11,Common Assault (Family),850.0
Midland District,11,Common Assault (Non-Family),639.0
